audio_path,sentence,lang,source,augmentation
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000030_noise.wav,참 한 가지 잊어버린 것이 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797778.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000031_orig.wav,아이들은 여느 때와 조금도 다름이 없이 재깔거리며 앞을 다투어 우르르 몰려들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797810.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000031_speed095.wav,아이들은 여느 때와 조금도 다름이 없이 재깔거리며 앞을 다투어 우르르 몰려들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797810.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000031_speed105.wav,아이들은 여느 때와 조금도 다름이 없이 재깔거리며 앞을 다투어 우르르 몰려들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797810.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000031_noise.wav,아이들은 여느 때와 조금도 다름이 없이 재깔거리며 앞을 다투어 우르르 몰려들어온다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797810.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000032_orig.wav,춘우의 발길은 다시 창하의 집으로 돌려졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41697891.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000032_speed095.wav,춘우의 발길은 다시 창하의 집으로 돌려졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41697891.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000032_speed105.wav,춘우의 발길은 다시 창하의 집으로 돌려졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41697891.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000032_noise.wav,춘우의 발길은 다시 창하의 집으로 돌려졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41697891.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000033_orig.wav,동혁은 의형제까지 한 두 사람의 정의를 생각하며 대답하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41698160.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000033_speed095.wav,동혁은 의형제까지 한 두 사람의 정의를 생각하며 대답하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41698160.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000033_speed105.wav,동혁은 의형제까지 한 두 사람의 정의를 생각하며 대답하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41698160.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000033_noise.wav,동혁은 의형제까지 한 두 사람의 정의를 생각하며 대답하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41698160.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000034_orig.wav,이서방은 헐떡헐떡하면서 첫째의 곁으로 와서 그의 손을 끌고 방으로 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437034.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000034_speed095.wav,이서방은 헐떡헐떡하면서 첫째의 곁으로 와서 그의 손을 끌고 방으로 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437034.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000034_speed105.wav,이서방은 헐떡헐떡하면서 첫째의 곁으로 와서 그의 손을 끌고 방으로 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437034.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000034_noise.wav,이서방은 헐떡헐떡하면서 첫째의 곁으로 와서 그의 손을 끌고 방으로 들어왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437034.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000035_orig.wav,그는 여전히 쓸쓸하게 벽을 기대고 선 것을 발견하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437043.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000035_speed095.wav,그는 여전히 쓸쓸하게 벽을 기대고 선 것을 발견하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437043.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000035_speed105.wav,그는 여전히 쓸쓸하게 벽을 기대고 선 것을 발견하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437043.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000035_noise.wav,그는 여전히 쓸쓸하게 벽을 기대고 선 것을 발견하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437043.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000036_orig.wav,원숭이도 나무에서 떨어진다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41796935.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000036_speed095.wav,원숭이도 나무에서 떨어진다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41796935.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000036_speed105.wav,원숭이도 나무에서 떨어진다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41796935.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000036_noise.wav,원숭이도 나무에서 떨어진다,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41796935.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000037_orig.wav,기억해.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797204.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000037_speed095.wav,기억해.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797204.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000037_speed105.wav,기억해.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797204.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000037_noise.wav,기억해.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797204.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000038_orig.wav,국밥집 부인은 이십 전을 마저 주었으면 하는 눈치를 뻔히 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253548.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000038_speed095.wav,국밥집 부인은 이십 전을 마저 주었으면 하는 눈치를 뻔히 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253548.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000038_speed105.wav,국밥집 부인은 이십 전을 마저 주었으면 하는 눈치를 뻔히 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253548.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000038_noise.wav,국밥집 부인은 이십 전을 마저 주었으면 하는 눈치를 뻔히 보였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253548.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000039_orig.wav,자네가 그러면 이 세상에 다른 사람들은 벌써 죽었겠네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253549.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000039_speed095.wav,자네가 그러면 이 세상에 다른 사람들은 벌써 죽었겠네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253549.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000039_speed105.wav,자네가 그러면 이 세상에 다른 사람들은 벌써 죽었겠네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253549.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000039_noise.wav,자네가 그러면 이 세상에 다른 사람들은 벌써 죽었겠네.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37253549.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000040_orig.wav,벌써 유서 방은 물을 다 긷고 닭 모이를 주고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185322.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000040_speed095.wav,벌써 유서 방은 물을 다 긷고 닭 모이를 주고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185322.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000040_speed105.wav,벌써 유서 방은 물을 다 긷고 닭 모이를 주고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185322.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000040_noise.wav,벌써 유서 방은 물을 다 긷고 닭 모이를 주고 있다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185322.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000041_orig.wav,이상하게도 꼬리를 맞물고 덤비는 이 행운 앞에 조금 겁이 났음이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185323.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000041_speed095.wav,이상하게도 꼬리를 맞물고 덤비는 이 행운 앞에 조금 겁이 났음이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185323.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000041_speed105.wav,이상하게도 꼬리를 맞물고 덤비는 이 행운 앞에 조금 겁이 났음이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185323.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000041_noise.wav,이상하게도 꼬리를 맞물고 덤비는 이 행운 앞에 조금 겁이 났음이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37185323.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000042_orig.wav,남편에겐 전화했어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277593.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000042_speed095.wav,남편에겐 전화했어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277593.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000042_speed105.wav,남편에겐 전화했어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277593.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000042_noise.wav,남편에겐 전화했어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277593.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000043_orig.wav,그러나 그의 어머니의 병은 차도가 보이지 않았습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277594.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000043_speed095.wav,그러나 그의 어머니의 병은 차도가 보이지 않았습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277594.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000043_speed105.wav,그러나 그의 어머니의 병은 차도가 보이지 않았습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277594.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000043_noise.wav,그러나 그의 어머니의 병은 차도가 보이지 않았습니다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40277594.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000044_orig.wav,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800708.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000044_speed095.wav,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800708.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000044_speed105.wav,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800708.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000044_noise.wav,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800708.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000045_orig.wav,그렇다고 정거장 인력거꾼의 등쌀이 무서우니 정거장 앞에 섰을 수는 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800710.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000045_speed095.wav,그렇다고 정거장 인력거꾼의 등쌀이 무서우니 정거장 앞에 섰을 수는 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800710.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000045_speed105.wav,그렇다고 정거장 인력거꾼의 등쌀이 무서우니 정거장 앞에 섰을 수는 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800710.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000045_noise.wav,그렇다고 정거장 인력거꾼의 등쌀이 무서우니 정거장 앞에 섰을 수는 없었다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800710.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000046_orig.wav,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331016.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000046_speed095.wav,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331016.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000046_speed105.wav,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331016.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000046_noise.wav,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331016.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000047_orig.wav,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331017.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000047_speed095.wav,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331017.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000047_speed105.wav,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331017.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000047_noise.wav,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331017.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000048_orig.wav,도서관에서 만나자.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610437.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000048_speed095.wav,도서관에서 만나자.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610437.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000048_speed105.wav,도서관에서 만나자.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610437.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000048_noise.wav,도서관에서 만나자.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610437.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000049_orig.wav,애 점순아! 점순아!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610438.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000049_speed095.wav,애 점순아! 점순아!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610438.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000049_speed105.wav,애 점순아! 점순아!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610438.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000049_noise.wav,애 점순아! 점순아!,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610438.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000050_orig.wav,이 못은 언제 어떻게 생겼는지 아무도 아는 사람이 없을 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179243.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000050_speed095.wav,이 못은 언제 어떻게 생겼는지 아무도 아는 사람이 없을 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179243.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000050_speed105.wav,이 못은 언제 어떻게 생겼는지 아무도 아는 사람이 없을 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179243.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000050_noise.wav,이 못은 언제 어떻게 생겼는지 아무도 아는 사람이 없을 것이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179243.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000051_orig.wav,그만 갤 것이지 어이 이리 굳이 오노.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179244.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000051_speed095.wav,그만 갤 것이지 어이 이리 굳이 오노.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179244.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000051_speed105.wav,그만 갤 것이지 어이 이리 굳이 오노.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179244.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000051_noise.wav,그만 갤 것이지 어이 이리 굳이 오노.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37179244.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000052_orig.wav,가인에게 표를 주사 만나는 누구에게든지 죽임을 면케 하시니라,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37532457.mp3,orig
